case:concept:name,Activities_Repeated,Total_Extra_Steps
declaration 66284,Permit SUBMITTED by EMPLOYEE,1
declaration 66267,Declaration SUBMITTED by EMPLOYEE,1
declaration 66020,Declaration SUBMITTED by EMPLOYEE,1
declaration 65958,Declaration SUBMITTED by EMPLOYEE,1
declaration 65894,Declaration SUBMITTED by EMPLOYEE,1
declaration 65871,Send Reminder,1
declaration 6582,Declaration SUBMITTED by EMPLOYEE,1
declaration 65627,Declaration SUBMITTED by EMPLOYEE,1
declaration 65557,Declaration SUBMITTED by EMPLOYEE,1
declaration 65484,Declaration SUBMITTED by EMPLOYEE,1
declaration 65471,Permit SUBMITTED by EMPLOYEE,1
declaration 65354,Declaration SUBMITTED by EMPLOYEE,1
declaration 65337,Declaration SUBMITTED by EMPLOYEE,1
declaration 144633,Declaration SUBMITTED by EMPLOYEE,1
declaration 144624,Declaration SUBMITTED by EMPLOYEE,1
declaration 144437,Declaration SUBMITTED by EMPLOYEE,1
declaration 67311,Declaration SUBMITTED by EMPLOYEE,1
declaration 67219,Declaration SUBMITTED by EMPLOYEE,1
declaration 67201,Declaration SUBMITTED by EMPLOYEE,1
declaration 67174,Declaration SUBMITTED by EMPLOYEE,1
declaration 67137,Declaration SUBMITTED by EMPLOYEE,1
declaration 6707,Declaration SUBMITTED by EMPLOYEE,1
declaration 66946,Declaration SUBMITTED by EMPLOYEE,1
declaration 66887,Declaration SUBMITTED by EMPLOYEE,1
declaration 66810,Declaration SUBMITTED by EMPLOYEE,1
declaration 66808,Declaration SUBMITTED by EMPLOYEE,1
declaration 66758,Declaration SUBMITTED by EMPLOYEE,1
declaration 66669,Declaration SUBMITTED by EMPLOYEE,1
declaration 66500,Declaration SUBMITTED by EMPLOYEE,1
declaration 66466,Declaration SUBMITTED by EMPLOYEE,1
declaration 66327,Declaration SUBMITTED by EMPLOYEE,1
declaration 66301,Declaration SUBMITTED by EMPLOYEE,1
declaration 67654,Send Reminder,1
declaration 67547,Declaration SUBMITTED by EMPLOYEE,1
declaration 29680,Declaration SUBMITTED by EMPLOYEE,1
declaration 29639,Declaration SUBMITTED by EMPLOYEE,1
declaration 2962,Declaration SUBMITTED by EMPLOYEE,1
declaration 29595,Declaration SUBMITTED by EMPLOYEE,1
declaration 29504,Declaration SUBMITTED by EMPLOYEE,1
declaration 29442,Declaration SUBMITTED by EMPLOYEE,1
declaration 29345,Declaration SUBMITTED by EMPLOYEE,1
declaration 29317,Declaration SUBMITTED by EMPLOYEE,1
declaration 29263,Declaration SUBMITTED by EMPLOYEE,1
declaration 29107,Declaration SUBMITTED by EMPLOYEE,1
declaration 29068,Declaration SUBMITTED by EMPLOYEE,1
declaration 19449,Declaration SUBMITTED by EMPLOYEE,1
declaration 67518,Declaration SUBMITTED by EMPLOYEE,1
declaration 67377,Declaration SUBMITTED by EMPLOYEE,1
declaration 13618,Permit SUBMITTED by EMPLOYEE,1
declaration 13560,Declaration SUBMITTED by EMPLOYEE,1
declaration 13530,Declaration SUBMITTED by EMPLOYEE,1
declaration 13506,Declaration SUBMITTED by EMPLOYEE,1
declaration 13423,Declaration SUBMITTED by EMPLOYEE,1
declaration 68533,Declaration SUBMITTED by EMPLOYEE,1
declaration 68516,Declaration SUBMITTED by EMPLOYEE,1
declaration 68495,Declaration SUBMITTED by EMPLOYEE,1
declaration 68409,Declaration SUBMITTED by EMPLOYEE,1
declaration 68384,Declaration SUBMITTED by EMPLOYEE,1
declaration 68147,Declaration SUBMITTED by EMPLOYEE,1
declaration 68101,Declaration SUBMITTED by EMPLOYEE,1
declaration 67913,Declaration SUBMITTED by EMPLOYEE,1
declaration 67797,Declaration SUBMITTED by EMPLOYEE,1
declaration 67779,Declaration SUBMITTED by EMPLOYEE,1
declaration 67724,Declaration SUBMITTED by EMPLOYEE,1
declaration 69643,Declaration SUBMITTED by EMPLOYEE,1
declaration 69596,Declaration SUBMITTED by EMPLOYEE,1
declaration 69559,Declaration SUBMITTED by EMPLOYEE,1
declaration 69388,Declaration SUBMITTED by EMPLOYEE,1
declaration 69348,Declaration SUBMITTED by EMPLOYEE,1
declaration 69086,Declaration SUBMITTED by EMPLOYEE,1
declaration 69058,Declaration SUBMITTED by EMPLOYEE,1
declaration 68960,Declaration SUBMITTED by EMPLOYEE,1
declaration 68645,Declaration SUBMITTED by EMPLOYEE,1
declaration 68576,Declaration SUBMITTED by EMPLOYEE,1
declaration 14182,Declaration SUBMITTED by EMPLOYEE,1
declaration 14168,Declaration SUBMITTED by EMPLOYEE,1
declaration 14112,Declaration SUBMITTED by EMPLOYEE,1
declaration 13958,Declaration SUBMITTED by EMPLOYEE,1
declaration 13899,Declaration SUBMITTED by EMPLOYEE,1
declaration 13719,Declaration SUBMITTED by EMPLOYEE,1
declaration 19290,Declaration SUBMITTED by EMPLOYEE,1
declaration 1924,Declaration SUBMITTED by EMPLOYEE,1
declaration 19153,Permit SUBMITTED by EMPLOYEE,1
declaration 19063,Declaration SUBMITTED by EMPLOYEE,1
declaration 19036,Declaration SUBMITTED by EMPLOYEE,1
declaration 18871,Declaration SUBMITTED by EMPLOYEE,1
declaration 1886,Send Reminder,1
declaration 18690,Declaration SUBMITTED by EMPLOYEE,1
declaration 18688,Declaration SUBMITTED by EMPLOYEE,1
declaration 29027,Declaration SUBMITTED by EMPLOYEE,1
declaration 28987,Declaration SUBMITTED by EMPLOYEE,1
declaration 28708,Permit SUBMITTED by EMPLOYEE,1
declaration 28651,Declaration SUBMITTED by EMPLOYEE,1
declaration 2858,Declaration SUBMITTED by EMPLOYEE,1
declaration 28579,Declaration SUBMITTED by EMPLOYEE,1
declaration 69720,Declaration SUBMITTED by EMPLOYEE,1
declaration 70742,Declaration SUBMITTED by EMPLOYEE,1
declaration 70614,Declaration SUBMITTED by EMPLOYEE,1
declaration 70552,Declaration SUBMITTED by EMPLOYEE,1
declaration 70485,Declaration SUBMITTED by EMPLOYEE,1
declaration 70461,Permit SUBMITTED by EMPLOYEE,1
declaration 70363,Declaration SUBMITTED by EMPLOYEE,1
declaration 70315,Declaration SUBMITTED by EMPLOYEE,1
declaration 70282,Declaration SUBMITTED by EMPLOYEE,1
declaration 70215,Declaration SUBMITTED by EMPLOYEE,1
declaration 70108,Declaration SUBMITTED by EMPLOYEE,1
declaration 70063,Declaration SUBMITTED by EMPLOYEE,1
declaration 69999,Declaration SUBMITTED by EMPLOYEE,1
declaration 69862,Permit SUBMITTED by EMPLOYEE,1
declaration 69849,Declaration SUBMITTED by EMPLOYEE,1
declaration 69787,Permit SUBMITTED by EMPLOYEE,1
declaration 69750,Declaration SUBMITTED by EMPLOYEE,1
declaration 70791,Declaration SUBMITTED by EMPLOYEE,1
declaration 70778,Declaration SUBMITTED by EMPLOYEE,1
declaration 70763,Declaration SUBMITTED by EMPLOYEE,1
declaration 13333,Permit SUBMITTED by EMPLOYEE,1
declaration 13321,Send Reminder,1
declaration 13132,Declaration SUBMITTED by EMPLOYEE,1
declaration 13117,Declaration SUBMITTED by EMPLOYEE,1
declaration 13005,Declaration SUBMITTED by EMPLOYEE,1
declaration 1300,Declaration SUBMITTED by EMPLOYEE,1
declaration 12988,Declaration SUBMITTED by EMPLOYEE,1
declaration 12962,Declaration SUBMITTED by EMPLOYEE,1
declaration 12927,Declaration SUBMITTED by EMPLOYEE,1
declaration 12887,Declaration SUBMITTED by EMPLOYEE,1
declaration 12852,Declaration SUBMITTED by EMPLOYEE,1
declaration 12814,Declaration SUBMITTED by EMPLOYEE,1
declaration 12777,Declaration SUBMITTED by EMPLOYEE,1
declaration 72209,Permit SUBMITTED by EMPLOYEE,1
declaration 71762,Declaration SUBMITTED by EMPLOYEE,1
declaration 7167,Declaration SUBMITTED by EMPLOYEE,1
declaration 71660,Declaration SUBMITTED by EMPLOYEE,1
declaration 71560,Declaration SUBMITTED by EMPLOYEE,1
declaration 71524,Declaration SUBMITTED by EMPLOYEE,1
declaration 7144,Declaration SUBMITTED by EMPLOYEE,1
declaration 71412,Declaration SUBMITTED by EMPLOYEE,1
declaration 71338,Declaration SUBMITTED by EMPLOYEE,1
declaration 71297,Declaration SUBMITTED by EMPLOYEE,1
declaration 71128,Declaration SUBMITTED by EMPLOYEE,1
declaration 71076,Declaration SUBMITTED by EMPLOYEE,1
declaration 71014,Declaration SUBMITTED by EMPLOYEE,1
declaration 71001,Declaration SUBMITTED by EMPLOYEE,1
declaration 70950,Declaration SUBMITTED by EMPLOYEE,1
declaration 70831,Declaration SUBMITTED by EMPLOYEE,1
declaration 7273,Declaration SUBMITTED by EMPLOYEE,1
declaration 28464,Declaration SUBMITTED by EMPLOYEE,1
declaration 28405,Declaration SUBMITTED by EMPLOYEE,1
declaration 28002,Declaration SUBMITTED by EMPLOYEE,1
declaration 27921,Declaration SUBMITTED by EMPLOYEE,1
declaration 27837,Declaration SUBMITTED by EMPLOYEE,1
declaration 27734,Declaration SUBMITTED by EMPLOYEE,1
declaration 27520,Declaration SUBMITTED by EMPLOYEE,1
declaration 27501,Declaration SUBMITTED by EMPLOYEE,1
declaration 27440,Declaration SUBMITTED by EMPLOYEE,1
declaration 27413,Declaration SUBMITTED by EMPLOYEE,1
declaration 27364,Declaration SUBMITTED by EMPLOYEE,1
declaration 27313,Declaration SUBMITTED by EMPLOYEE,1
declaration 72590,Declaration SUBMITTED by EMPLOYEE,1
declaration 72555,Declaration SUBMITTED by EMPLOYEE,1
declaration 7248,Declaration SUBMITTED by EMPLOYEE,1
declaration 19677,Permit SUBMITTED by EMPLOYEE,1
declaration 19661,Declaration SUBMITTED by EMPLOYEE,1
declaration 19607,Declaration SUBMITTED by EMPLOYEE,1
declaration 19578,Declaration SUBMITTED by EMPLOYEE,1
declaration 19531,Declaration SUBMITTED by EMPLOYEE,1
declaration 27100,Declaration SUBMITTED by EMPLOYEE,1
declaration 7342,Declaration SUBMITTED by EMPLOYEE,1
declaration 73310,Declaration SUBMITTED by EMPLOYEE,1
declaration 73194,Permit SUBMITTED by EMPLOYEE,1
declaration 73170,Declaration SUBMITTED by EMPLOYEE,1
declaration 73012,Permit SUBMITTED by EMPLOYEE,1
declaration 73010,Permit SUBMITTED by EMPLOYEE,1
declaration 72982,Declaration SUBMITTED by EMPLOYEE,1
declaration 72847,Permit SUBMITTED by EMPLOYEE,1
declaration 72797,Declaration SUBMITTED by EMPLOYEE,1
declaration 72783,Permit SUBMITTED by EMPLOYEE,1
declaration 26025,Declaration SUBMITTED by EMPLOYEE,1
declaration 25934,Declaration SUBMITTED by EMPLOYEE,1
declaration 25919,Declaration SUBMITTED by EMPLOYEE,1
declaration 25902,Declaration SUBMITTED by EMPLOYEE,1
declaration 25766,Declaration SUBMITTED by EMPLOYEE,1
declaration 74849,Permit SUBMITTED by EMPLOYEE,1
declaration 7445,Declaration SUBMITTED by EMPLOYEE,1
declaration 74120,Declaration SUBMITTED by EMPLOYEE,1
declaration 73856,Declaration SUBMITTED by EMPLOYEE,1
declaration 73705,Declaration SUBMITTED by EMPLOYEE,1
declaration 20165,Declaration SUBMITTED by EMPLOYEE,1
declaration 19962,Declaration SUBMITTED by EMPLOYEE,1
declaration 19859,Declaration SUBMITTED by EMPLOYEE,1
declaration 19816,Declaration SUBMITTED by EMPLOYEE,1
declaration 19790,Declaration SUBMITTED by EMPLOYEE,1
declaration 19704,Declaration SUBMITTED by EMPLOYEE,1
declaration 75744,Permit SUBMITTED by EMPLOYEE,1
declaration 75716,Permit SUBMITTED by EMPLOYEE,1
declaration 75668,Declaration SUBMITTED by EMPLOYEE,1
declaration 75653,Declaration SUBMITTED by EMPLOYEE,1
declaration 75391,Permit SUBMITTED by EMPLOYEE,1
declaration 75371,Permit SUBMITTED by EMPLOYEE,1
declaration 75289,Declaration SUBMITTED by EMPLOYEE,1
declaration 75213,Declaration SUBMITTED by EMPLOYEE,1
declaration 75016,Declaration SUBMITTED by EMPLOYEE,1
declaration 26799,Declaration SUBMITTED by EMPLOYEE,1
declaration 26413,Declaration SUBMITTED by EMPLOYEE,1
declaration 26380,Declaration SUBMITTED by EMPLOYEE,1
declaration 26302,Declaration SUBMITTED by EMPLOYEE,1
declaration 26267,Declaration SUBMITTED by EMPLOYEE,1
declaration 26168,Declaration SUBMITTED by EMPLOYEE,1
declaration 26078,Declaration SUBMITTED by EMPLOYEE,1
declaration 25161,Declaration SUBMITTED by EMPLOYEE,1
declaration 25146,Declaration SUBMITTED by EMPLOYEE,1
declaration 2512,Declaration SUBMITTED by EMPLOYEE,1
declaration 25107,Declaration SUBMITTED by EMPLOYEE,1
declaration 24842,Declaration SUBMITTED by EMPLOYEE,1
declaration 24688,Declaration SUBMITTED by EMPLOYEE,1
declaration 24675,Declaration SUBMITTED by EMPLOYEE,1
declaration 24523,Declaration SUBMITTED by EMPLOYEE,1
declaration 76519,Permit SUBMITTED by EMPLOYEE,1
declaration 76436,Declaration SUBMITTED by EMPLOYEE,1
declaration 76398,Declaration SUBMITTED by EMPLOYEE,1
declaration 76337,Declaration SUBMITTED by EMPLOYEE,1
declaration 76197,Declaration SUBMITTED by EMPLOYEE,1
declaration 76117,Declaration SUBMITTED by EMPLOYEE,1
declaration 75963,Permit SUBMITTED by EMPLOYEE,1
declaration 75888,Permit SUBMITTED by EMPLOYEE,1
declaration 78732,Send Reminder,1
declaration 78256,Declaration SUBMITTED by EMPLOYEE,1
declaration 78126,Permit SUBMITTED by EMPLOYEE,1
declaration 78124,Permit SUBMITTED by EMPLOYEE,1
declaration 77859,Declaration SUBMITTED by EMPLOYEE,1
declaration 77619,Declaration SUBMITTED by EMPLOYEE,1
declaration 77595,Declaration SUBMITTED by EMPLOYEE,1
declaration 77148,Declaration SUBMITTED by EMPLOYEE,1
declaration 77034,Declaration SUBMITTED by EMPLOYEE,1
declaration 77004,Declaration SUBMITTED by EMPLOYEE,1
declaration 76549,Declaration SUBMITTED by EMPLOYEE,1
declaration 25669,Declaration SUBMITTED by EMPLOYEE,1
declaration 25516,Declaration SUBMITTED by EMPLOYEE,1
declaration 25471,Declaration SUBMITTED by EMPLOYEE,1
declaration 25429,Declaration SUBMITTED by EMPLOYEE,1
declaration 25288,Declaration SUBMITTED by EMPLOYEE,1
declaration 24427,Declaration SUBMITTED by EMPLOYEE,1
declaration 24379,Declaration SUBMITTED by EMPLOYEE,1
declaration 24306,Declaration SUBMITTED by EMPLOYEE,1
declaration 24244,Declaration SUBMITTED by EMPLOYEE,1
declaration 24230,Declaration SUBMITTED by EMPLOYEE,1
declaration 24216,Declaration SUBMITTED by EMPLOYEE,1
declaration 24018,Declaration SUBMITTED by EMPLOYEE,1
declaration 23977,Declaration SUBMITTED by EMPLOYEE,1
declaration 23749,Declaration SUBMITTED by EMPLOYEE,1
declaration 23599,Declaration SUBMITTED by EMPLOYEE,1
declaration 23540,Declaration SUBMITTED by EMPLOYEE,1
declaration 23505,Declaration SUBMITTED by EMPLOYEE,1
declaration 79028,Send Reminder,1
declaration 79012,Send Reminder,1
declaration 78981,Declaration SUBMITTED by EMPLOYEE,1
declaration 78904,Declaration SUBMITTED by EMPLOYEE,1
declaration 81338,Permit SUBMITTED by EMPLOYEE,1
declaration 81263,Declaration SUBMITTED by EMPLOYEE,1
declaration 81252,Permit SUBMITTED by EMPLOYEE,1
declaration 81215,Declaration SUBMITTED by EMPLOYEE,1
declaration 81065,Permit SUBMITTED by EMPLOYEE,1
declaration 8100,Declaration SUBMITTED by EMPLOYEE,1
declaration 80946,Permit SUBMITTED by EMPLOYEE,1
declaration 80925,Declaration SUBMITTED by EMPLOYEE,1
declaration 80626,Declaration SUBMITTED by EMPLOYEE,1
declaration 80171,Declaration SUBMITTED by EMPLOYEE,1
declaration 79589,Declaration SUBMITTED by EMPLOYEE,1
declaration 79438,Declaration SUBMITTED by EMPLOYEE,1
declaration 79326,Send Reminder,1
declaration 79269,Declaration SUBMITTED by EMPLOYEE,1
declaration 79210,Declaration SUBMITTED by EMPLOYEE,1
declaration 79101,Declaration SUBMITTED by EMPLOYEE,1
declaration 11851,Declaration SUBMITTED by EMPLOYEE,1
declaration 23413,Declaration SUBMITTED by EMPLOYEE,1
declaration 23373,Declaration SUBMITTED by EMPLOYEE,1
declaration 23344,Declaration SUBMITTED by EMPLOYEE,1
declaration 23264,Declaration SUBMITTED by EMPLOYEE,1
declaration 23241,Declaration SUBMITTED by EMPLOYEE,1
declaration 23067,Declaration SUBMITTED by EMPLOYEE,1
declaration 23052,Declaration SUBMITTED by EMPLOYEE,1
declaration 23038,Declaration SUBMITTED by EMPLOYEE,1
declaration 23024,Declaration SUBMITTED by EMPLOYEE,1
declaration 22861,Declaration SUBMITTED by EMPLOYEE,1
declaration 22744,Declaration SUBMITTED by EMPLOYEE,1
declaration 22702,Declaration SUBMITTED by EMPLOYEE,1
declaration 22626,Declaration SUBMITTED by EMPLOYEE,1
declaration 22521,Permit SUBMITTED by EMPLOYEE,1
declaration 81552,Declaration SUBMITTED by EMPLOYEE,1
declaration 81974,Permit SUBMITTED by EMPLOYEE,1
declaration 81956,Declaration SUBMITTED by EMPLOYEE,1
declaration 81924,Declaration SUBMITTED by EMPLOYEE,1
declaration 81862,Declaration SUBMITTED by EMPLOYEE,1
declaration 8181,Declaration SUBMITTED by EMPLOYEE,1
declaration 12674,Declaration SUBMITTED by EMPLOYEE,1
declaration 12499,Declaration SUBMITTED by EMPLOYEE,1
declaration 12479,Declaration SUBMITTED by EMPLOYEE,1
declaration 12439,Declaration SUBMITTED by EMPLOYEE,1
declaration 12419,Declaration SUBMITTED by EMPLOYEE,1
declaration 12310,Declaration SUBMITTED by EMPLOYEE,1
declaration 12158,Permit SUBMITTED by EMPLOYEE,1
declaration 1214,Declaration SUBMITTED by EMPLOYEE,1
declaration 12126,Declaration SUBMITTED by EMPLOYEE,1
declaration 12110,Declaration SUBMITTED by EMPLOYEE,1
declaration 11960,Permit SUBMITTED by EMPLOYEE,1
declaration 2098,Declaration SUBMITTED by EMPLOYEE,1
declaration 2084,Declaration SUBMITTED by EMPLOYEE,1
declaration 20564,Declaration SUBMITTED by EMPLOYEE,1
declaration 20467,Declaration SUBMITTED by EMPLOYEE,1
declaration 20393,Declaration SUBMITTED by EMPLOYEE,1
declaration 20288,Declaration SUBMITTED by EMPLOYEE,1
declaration 20269,Declaration SUBMITTED by EMPLOYEE,1
declaration 20245,Declaration SUBMITTED by EMPLOYEE,1
declaration 2020,Declaration SUBMITTED by EMPLOYEE,1
declaration 22470,Declaration SUBMITTED by EMPLOYEE,1
declaration 22420,Declaration SUBMITTED by EMPLOYEE,1
declaration 82464,Declaration SUBMITTED by EMPLOYEE,1
declaration 82379,Declaration SUBMITTED by EMPLOYEE,1
declaration 82190,Permit SUBMITTED by EMPLOYEE,1
declaration 82149,Permit SUBMITTED by EMPLOYEE,1
declaration 8209,Declaration SUBMITTED by EMPLOYEE,1
declaration 22253,Declaration SUBMITTED by EMPLOYEE,1
declaration 22151,Declaration SUBMITTED by EMPLOYEE,1
declaration 21932,Declaration SUBMITTED by EMPLOYEE,1
declaration 21863,Declaration SUBMITTED by EMPLOYEE,1
declaration 2186,Declaration SUBMITTED by EMPLOYEE,1
declaration 21845,Declaration SUBMITTED by EMPLOYEE,1
declaration 21691,Declaration SUBMITTED by EMPLOYEE,1
declaration 21655,Declaration SUBMITTED by EMPLOYEE,1
declaration 21536,Declaration SUBMITTED by EMPLOYEE,1
declaration 21475,Declaration SUBMITTED by EMPLOYEE,1
declaration 83832,Permit SUBMITTED by EMPLOYEE,1
declaration 83626,Permit SUBMITTED by EMPLOYEE,1
declaration 8356,Declaration SUBMITTED by EMPLOYEE,1
declaration 83515,Permit SUBMITTED by EMPLOYEE,1
declaration 83236,Declaration SUBMITTED by EMPLOYEE,1
declaration 22496,Declaration SUBMITTED by EMPLOYEE,1
declaration 85580,Declaration SUBMITTED by EMPLOYEE,1
declaration 85413,Declaration SUBMITTED by EMPLOYEE,1
declaration 85244,Declaration SUBMITTED by EMPLOYEE,1
declaration 85118,Declaration SUBMITTED by EMPLOYEE,1
declaration 85052,Declaration SUBMITTED by EMPLOYEE,1
declaration 8502,Declaration SUBMITTED by EMPLOYEE,1
declaration 84803,Declaration SUBMITTED by EMPLOYEE,1
declaration 84790,Declaration SUBMITTED by EMPLOYEE,1
declaration 84596,Declaration SUBMITTED by EMPLOYEE,1
declaration 84524,Declaration SUBMITTED by EMPLOYEE,1
declaration 84271,Declaration SUBMITTED by EMPLOYEE,1
declaration 84085,Permit SUBMITTED by EMPLOYEE,1
declaration 84048,Send Reminder,1
declaration 83991,Declaration SUBMITTED by EMPLOYEE,1
declaration 22296,Declaration SUBMITTED by EMPLOYEE,1
declaration 22267,Declaration SUBMITTED by EMPLOYEE,1
declaration 86310,Declaration SUBMITTED by EMPLOYEE,1
declaration 10089,Declaration SUBMITTED by EMPLOYEE,1
declaration 9918,Declaration SUBMITTED by EMPLOYEE,1
declaration 11618,Declaration SUBMITTED by EMPLOYEE,1
declaration 11596,Declaration SUBMITTED by EMPLOYEE,1
declaration 11524,Declaration SUBMITTED by EMPLOYEE,1
declaration 11436,Declaration SUBMITTED by EMPLOYEE,1
declaration 11423,Declaration SUBMITTED by EMPLOYEE,1
declaration 11349,Declaration SUBMITTED by EMPLOYEE,1
declaration 11335,Declaration SUBMITTED by EMPLOYEE,1
declaration 1126,Send Reminder,1
declaration 11098,Declaration SUBMITTED by EMPLOYEE,1
declaration 10986,Permit SUBMITTED by EMPLOYEE,1
declaration 86162,Permit SUBMITTED by EMPLOYEE,1
declaration 86160,Permit SUBMITTED by EMPLOYEE,1
declaration 86025,Declaration SUBMITTED by EMPLOYEE,1
declaration 17234,Declaration SUBMITTED by EMPLOYEE,1
declaration 17020,Declaration SUBMITTED by EMPLOYEE,1
declaration 16985,Declaration SUBMITTED by EMPLOYEE,1
declaration 35633,Declaration SUBMITTED by EMPLOYEE,1
declaration 35598,Declaration SUBMITTED by EMPLOYEE,1
declaration 35526,Declaration SUBMITTED by EMPLOYEE,1
declaration 9061,Declaration SUBMITTED by EMPLOYEE,1
declaration 8994,Send Reminder,1
declaration 8918,Declaration SUBMITTED by EMPLOYEE,1
declaration 8731,Send Reminder,1
declaration 8721,Send Reminder,1
declaration 86547,Declaration SUBMITTED by EMPLOYEE,1
declaration 86497,Permit SUBMITTED by EMPLOYEE,1
declaration 86482,Declaration SUBMITTED by EMPLOYEE,1
declaration 86429,Permit SUBMITTED by EMPLOYEE,1
declaration 86351,Declaration SUBMITTED by EMPLOYEE,1
