id,org:resource,concept:name,time:timestamp,org:role,case:Permit travel permit number,case:DeclarationNumber,case:Amount,case:RequestedAmount,case:Permit TaskNumber,case:Permit BudgetNumber,case:OriginalAmount,case:Permit ProjectNumber,case:concept:name,case:Permit OrganizationalEntity,case:travel permit number,case:Permit RequestedBudget,case:id,case:Permit ID,case:Permit id,case:BudgetNumber,case:Permit ActivityNumber,case:AdjustedAmount
fd_declaration 1029_17,SYSTEM,Request Payment,2018-05-15 10:24:04+00:00,UNDEFINED,travel permit number 1026,declaration number 1030,253.3214295091041,253.3214295091041,task 427,budget 1027,253.3214295091041,project 1028,declaration 1029,organizational unit 65454,travel permit number 1026,464.4944018304138,declaration 1029,travel permit 1025,travel permit 1025,budget 146727,UNKNOWN,253.3214295091041
fd_declaration 1029_18,SYSTEM,Payment Handled,2018-05-17 17:31:34+00:00,UNDEFINED,travel permit number 1026,declaration number 1030,253.3214295091041,253.3214295091041,task 427,budget 1027,253.3214295091041,project 1028,declaration 1029,organizational unit 65454,travel permit number 1026,464.4944018304138,declaration 1029,travel permit 1025,travel permit 1025,budget 146727,UNKNOWN,253.3214295091041
st_step 10297_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-05 16:41:02+00:00,EMPLOYEE,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
st_step 10299_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-09-05 16:41:04+00:00,ADMINISTRATION,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
st_step 10298_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-09-06 13:27:35+00:00,SUPERVISOR,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
rv_travel permit 10293_6,STAFF MEMBER,Start trip,2018-12-03 00:00:00+00:00,EMPLOYEE,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
rv_travel permit 10293_7,STAFF MEMBER,End trip,2018-12-06 00:00:00+00:00,EMPLOYEE,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
st_step 10301_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-12-24 12:49:50+00:00,EMPLOYEE,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
st_step 10300_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-12-24 12:49:53+00:00,ADMINISTRATION,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
st_step 10302_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2019-01-08 15:56:42+00:00,SUPERVISOR,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
fd_declaration 10295_17,SYSTEM,Request Payment,2019-01-09 07:35:11+00:00,UNDEFINED,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
fd_declaration 10295_18,SYSTEM,Payment Handled,2019-01-10 17:31:08+00:00,UNDEFINED,travel permit number 10294,declaration number 10296,434.7015507259388,434.7015507259388,UNKNOWN,budget 2453,434.7015507259388,UNKNOWN,declaration 10295,organizational unit 65458,travel permit number 10294,1384.079010745065,declaration 10295,travel permit 10293,travel permit 10293,budget 147375,UNKNOWN,434.7015507259388
st_step 10378_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-09-08 22:40:54+00:00,EMPLOYEE,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
st_step 10377_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-09-08 22:42:06+00:00,ADMINISTRATION,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
st_step 10376_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-09-10 15:47:25+00:00,SUPERVISOR,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
rv_travel permit 10372_6,STAFF MEMBER,Start trip,2018-11-15 00:00:00+00:00,EMPLOYEE,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
rv_travel permit 10372_7,STAFF MEMBER,End trip,2018-11-22 00:00:00+00:00,EMPLOYEE,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
st_step 10381_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-11-23 07:03:00+00:00,EMPLOYEE,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
st_step 10379_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-11-23 09:47:21+00:00,ADMINISTRATION,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
st_step 10380_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-11-23 10:46:50+00:00,SUPERVISOR,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
fd_declaration 10374_17,SYSTEM,Request Payment,2018-11-23 12:39:46+00:00,UNDEFINED,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
fd_declaration 10374_18,SYSTEM,Payment Handled,2018-11-26 17:31:22+00:00,UNDEFINED,travel permit number 10373,declaration number 10375,1110.2697077123794,1110.2697077123794,task 427,budget 635,1110.2697077123794,project 3318,declaration 10374,organizational unit 65458,travel permit number 10373,2392.759635799292,declaration 10374,travel permit 10372,travel permit 10372,budget 147392,UNKNOWN,1110.2697077123794
st_step 10432_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-06-11 14:06:39+00:00,EMPLOYEE,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
st_step 10431_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-11 14:07:52+00:00,ADMINISTRATION,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
st_step 10430_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-06-11 15:17:07+00:00,SUPERVISOR,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
rv_travel permit 10425_6,STAFF MEMBER,Start trip,2018-06-27 00:00:00+00:00,EMPLOYEE,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
rv_travel permit 10425_7,STAFF MEMBER,End trip,2018-06-28 00:00:00+00:00,EMPLOYEE,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
st_step 10434_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-03 20:13:25+00:00,EMPLOYEE,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
st_step 10433_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-03 21:05:55+00:00,ADMINISTRATION,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
st_step 10435_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-07-04 15:43:20+00:00,SUPERVISOR,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
fd_declaration 10428_17,SYSTEM,Request Payment,2018-07-16 10:07:55+00:00,UNDEFINED,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
fd_declaration 10428_18,SYSTEM,Payment Handled,2018-07-19 17:32:03+00:00,UNDEFINED,travel permit number 10426,declaration number 10429,717.7570675081978,717.7570675081978,task 427,budget 475,717.7570675081978,project 10427,declaration 10428,organizational unit 65458,travel permit number 10426,274.7898403106115,declaration 10428,travel permit 10425,travel permit 10425,budget 146668,UNKNOWN,717.7570675081978
st_step 10489_0,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-06-14 10:38:06+00:00,EMPLOYEE,travel permit number 10483,declaration number 10486,2259.5394907615673,2259.5394907615673,task 427,budget 529,2259.5394907615673,project 10484,declaration 10485,organizational unit 65455,travel permit number 10483,1716.8069660198182,declaration 10485,travel permit 10482,travel permit 10482,budget 146680,UNKNOWN,2259.5394907615673
st_step 10487_0,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-06-14 10:38:20+00:00,ADMINISTRATION,travel permit number 10483,declaration number 10486,2259.5394907615673,2259.5394907615673,task 427,budget 529,2259.5394907615673,project 10484,declaration 10485,organizational unit 65455,travel permit number 10483,1716.8069660198182,declaration 10485,travel permit 10482,travel permit 10482,budget 146680,UNKNOWN,2259.5394907615673
st_step 10488_0,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-06-18 09:26:33+00:00,SUPERVISOR,travel permit number 10483,declaration number 10486,2259.5394907615673,2259.5394907615673,task 427,budget 529,2259.5394907615673,project 10484,declaration 10485,organizational unit 65455,travel permit number 10483,1716.8069660198182,declaration 10485,travel permit 10482,travel permit 10482,budget 146680,UNKNOWN,2259.5394907615673
rv_travel permit 10482_6,STAFF MEMBER,Start trip,2018-06-26 00:00:00+00:00,EMPLOYEE,travel permit number 10483,declaration number 10486,2259.5394907615673,2259.5394907615673,task 427,budget 529,2259.5394907615673,project 10484,declaration 10485,organizational unit 65455,travel permit number 10483,1716.8069660198182,declaration 10485,travel permit 10482,travel permit 10482,budget 146680,UNKNOWN,2259.5394907615673
rv_travel permit 10482_7,STAFF MEMBER,End trip,2018-06-29 00:00:00+00:00,EMPLOYEE,travel permit number 10483,declaration number 10486,2259.5394907615673,2259.5394907615673,task 427,budget 529,2259.5394907615673,project 10484,declaration 10485,organizational unit 65455,travel permit number 10483,1716.8069660198182,declaration 10485,travel permit 10482,travel permit 10482,budget 146680,UNKNOWN,2259.5394907615673
st_step 10490_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-07-02 11:19:27+00:00,EMPLOYEE,travel permit number 10483,declaration number 10486,2259.5394907615673,2259.5394907615673,task 427,budget 529,2259.5394907615673,project 10484,declaration 10485,organizational unit 65455,travel permit number 10483,1716.8069660198182,declaration 10485,travel permit 10482,travel permit 10482,budget 146680,UNKNOWN,2259.5394907615673
st_step 10491_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-07-02 11:41:10+00:00,ADMINISTRATION,travel permit number 10483,declaration number 10486,2259.5394907615673,2259.5394907615673,task 427,budget 529,2259.5394907615673,project 10484,declaration 10485,organizational unit 65455,travel permit number 10483,1716.8069660198182,declaration 10485,travel permit 10482,travel permit 10482,budget 146680,UNKNOWN,2259.5394907615673
